,name,address,city,rigeon
629,서초점,서울 서초구 반포동 740-17 1층,서울,서초구
630,서초타워점,"서울특별시 서초구 중앙로 582 (우면동) 101(우면동,서초타워)",서울특별시,서초구
631,서판교산운마을점,"경기도 성남시 분당구 운중로 131 (운중동, 스타식스  1층 103호, 104호 (운중동)",경기도,성남시
632,서화천도리점,강원도 인제군 서화면 금강로 1759-1 ,강원도,인제군
633,석계모아점,경남 양산시 상북면 석계리 34-43,경남,양산시
634,석계점,서울 성북구 석관동 10번지   두산A상가 126호,서울,성북구
635,석수역점,"경기도 안양시 만안구 연현로 103 1층 107호 (석수동,석수두산위브상가)",경기도,안양시
636,석촌2점,서울 송파구 석촌동 156-6,서울,송파구
637,선운지구점,"광주 광산구 선운로20번길 60 (선암동, 1층)",광주,광산구
638,선유리점,경기도 파주시 문산읍 사임당로 44 선유프라자나동2호,경기도,파주시
639,성남금광점(Cafe),경기 성남시 중원구 금광동 2889 1층,경기,성남시
640,성남수진점(2명변),경기 성남시 수정구 수진동 3395-2번지 1층,경기,성남시
641,성남시청점,경기 성남시 중원구 여수동 201 103호 ,경기,성남시
642,성남신흥점,경기 성남시 수정구 산성동 1466,경기,성남시
643,성남중앙점,경기도 성남시 중원구 광명로 242-3 (중앙동) 1층,경기도,성남시
644,성남태평점,경기 성남시 수정구 태평2동 3196번지,경기,성남시
645,성내점,"서울특별시 강동구 풍성로 141 (성내동) 성내동, 1층",서울특별시,강동구
646,성복점,"경기도 용인시 수지구 성복2로76번길 25-30 (성복동,  지하1층",경기도,용인시
647,성북스타2호점,서울 종로구 창신동 22-3 1층,서울,종로구
648,성북스타3호점(올리브카페)(명변),서울특별시 성북구 동소문로23길 4 1층(동선동4가),서울특별시,성북구
649,성북장위점(올리브카페),"서울특별시 성북구 월계로40길 7 (장위동, 센트럴타운 105호",서울특별시,성북구
650,성산점,"서울특별시 마포구 월드컵로32길 35 (성산동) 101(성산동,1층)",서울특별시,마포구
651,성서이곡희망점,대구 달서구 이곡1동 한샘타운 상가 102 ,대구,달서구
652,성수2점,서울 성동구 성수1가2동 13-78,서울,성동구
653,성수3점,"서울특별시 성동구 성덕정길 59 (성수동1가,1층) ",서울특별시,성동구
654,성주점(올리브치킨3)(2),경상북도 성주군 성주읍 성주읍2길 13-9 ,경상북도,성주군
655,세검정점,서울 종로구 신영동 131-2,서울,종로구
656,세종고운점,세종특별자치시 마음로 272-9 (고운동) 강남빌딩 109호,세종특별자치시,마음로
657,세종도담점,"세종특별자치시 보듬3로 8-20 (도담동, 세종한신휴시 1층 128,129호",세종특별자치시,보듬3로
658,세종비즈니스센터점,"세종특별자치시 가름로 232 (어진동, 세종비즈니스센 A138호 A139",세종특별자치시,가름로
659,세종새롬점(올리브카페),"세종특별자치시 새롬중앙로 62-15 (새롬동, 해피라움W 1층 132,135호",세종특별자치시,새롬중앙로
660,세종소담점,"세종특별자치시 소담1로 12 (소담동, 지엘플렉스1) 1층 109호",세종특별자치시,소담1로
661,세종시1호점,"세종특별자치시 누리로 59 A상가 101호,102호(한솔동, 첫마을5단지)",세종특별자치시,누리로
662,세종시청점,"세종특별자치시 호려울로 29 (보람동, 세종시드니) 1층105호,106호",세종특별자치시,호려울로
663,세종아름점,"세종특별자치시 달빛로 109 (아름동, 범지기마을4단지 412동 101, 101-1호",세종특별자치시,달빛로
664,세종어진점(3)(cafe),"세종특별자치시 도움8로 81 (어진동, 세종일번가) 1동 A-203호",세종특별자치시,도움8로
665,세종종촌점(2)(express),"세종특별자치시 도움3로 159 (종촌동, 가재마을3단지) 상가동 1층 113호",세종특별자치시,도움3로
666,소래포구점(치킨앤비어),"인천광역시 남동구 소래역로46번길 20 (논현동, 로하 1층 107,108호",인천광역시,남동구
667,소사시온점,경기도 부천시 소사본동 409-1 (유성메트로) 1층 111호,경기도,부천시
668,속리산점,충청북도 보은군 속리산면 사내5길 6-8 ,충청북도,보은군
669,속초교동스타점,"강원도 속초시 미시령로3337번길 6-49 (교동, 현대1차 1층 105호",강원도,속초시
670,속초조양점,강원 속초시 조양동 1378~1499 1484-11,강원,속초시
671,속초청초호점(치킨앤비어),강원도 속초시 엑스포로 41 (조양동) 3~4층,강원도,속초시
672,송강점,대전광역시 유성구 테크노3로 60 (관평동) 1층 115호,대전광역시,유성구
673,송도라마다호텔BBQ타운점,"인천광역시 연수구 능허대로267번길 29 (동춘동) 106,107호",인천광역시,연수구
674,송도센트럴파크점,"인천광역시 연수구 컨벤시아대로42번길 61 (송도동,  817-104",인천광역시,연수구
675,송도신도시점,"인천광역시 연수구 컨벤시아대로274번길 15 (송도동,  상가동 1층 2호",인천광역시,연수구
676,송도첨단점(올리브치킨),"인천광역시 연수구 첨단대로 80 (송도동, 레지던스라 에이동 109-2호",인천광역시,연수구
677,송도캠퍼스타운점,인천 연수구 송도동 149 C동 203호 ,인천,연수구
678,송우점,경기 포천시 소흘읍 송우리 726-15번지 ,경기,포천시
679,송탄금호점,경기도 평택시 서정북로 87 (서정동) ,경기도,평택시
680,송파법조타운점,"서울특별시 송파구 법원로 114 (문정동, 엠스테이트) C동 225호",서울특별시,송파구
681,송파삼전점,"서울특별시 송파구 백제고분로28길 8 (삼전동,한양빌딩1층)",서울특별시,송파구
682,송파점,서울 송파구 송파동 100-1 1층,서울,송파구
683,수원곡선점,경기 수원시 권선구 권선동 1259-9,경기,수원시
684,수원구운점,경기 수원시 권선구 구운동 530-2,경기,수원시
685,수원권선점,경기 수원시 권선구 권선동 1049-12,경기,수원시
686,수원꽃뫼마을점,경기 수원시 팔달구 화서2동 685-3 101호,경기,수원시
687,수원당수점,경기 수원시 권선구 당수동    인정프린스 105호,경기,수원시
688,수원성대역점(올리브카페)(3),경기도 수원시 장안구 서부로2126번길 27 1층(율전동),경기도,수원시
689,수원성대점,경기 수원시 장안구 천천동 561-1 105호,경기,수원시
690,수원세류점(치킨앤비어),경기도 수원시 권선구 정조로388번길 6(세류동) 1층,경기도,수원시
691,수원시청점,경기도 수원시 팔달구 효원로 307번길 39 (효원동),경기도,수원시
692,수원신영통점,경기 화성시 반월동 신영통현대3차아파트 (301~311동) 3단지 상가 110호,경기,화성시
693,수원아이파크시티(올리브치킨)(2),"경기도 수원시 권선구 동수원로177번길 40 1층11호(권선동, 수원아이파크시티8단지)",경기도,수원시
694,수원영통1점,경기도 수원시 영통구 영통로 523 (영통동),경기도,수원시
695,수원영통벽적골점,경기 수원시 영통구 영통동 976-11,경기,수원시
696,수원우만1점,경기 수원시 팔달구 우만동 522,경기,수원시
697,수원정자행운점(cafe)(2),"경기도 수원시 장안구 정자천로189번길 40 (정자동,  분산상가동 101,102호",경기도,수원시
698,수원조암점,경기 화성시 우정읍 조암리 217-14번지,경기,화성시
699,수원조원점,경기도 수원시 장안구 경수대로 920 (조원동) 2층,경기도,수원시
700,수원지동점,경기 수원시 팔달구 지동 144-7,경기,수원시
701,수원천천점,경기 수원시 장안구 정자동 914 대림진흥상가 101호,경기,수원시
702,수원한일타운점,경기 수원시 장안구 송죽동 73 현광프라자 103,경기,수원시
703,수원화서2점,"경기도 수원시 팔달구 동말로25번길 96 (화서동,1층)",경기도,수원시
704,수유점,서울특별시 강북구 노해로23길 67 (수유동) 1층,서울특별시,강북구
705,순천법원점(까페),전남 순천시 왕지동 869-1,전남,순천시
706,순천신대점,전라남도 순천시 해룡면 신대로 119 (1층),전라남도,순천시
707,순천오천점,전라남도 순천시 오천7길 28 (오천동) 1층 101호,전라남도,순천시
708,숭실대점,서울 동작구 상도1동 347,서울,동작구
709,시랄라워터파크점(특화)(사변),"서울특별시 영등포구 문래로 164 (문래동3가, 영등포  제비 201호, 제비 202호",서울특별시,영등포구
710,시화베니키아호텔점,"경기도 시흥시 평안상가4길 21 (정왕동, 시흥관광호텔 A동 1,2층",경기도,시흥시
711,시화정왕2호점,"경기도 시흥시 서촌상가3길 17 (정왕동, 명지프라자) ",경기도,시흥시
712,시화정왕점,경기 시흥시 정왕동 1866-6 ,경기,시흥시
713,시화함현마을점,경기 시흥시 정왕동 1879-5 ,경기,시흥시
714,시흥능곡점,경기 시흥시 능곡동 747 광장프라자 103호,경기,시흥시
715,시흥대야점,"경기도 시흥시 비둘기공원7길 39 (대야동, 트윈프라자 A-107",경기도,시흥시
716,시흥목감점(올리브카페),경기도 시흥시 산현마을길 50 목감레이크타워 1층 106호,경기도,시흥시
717,시흥본점,"서울특별시 금천구 시흥대로 150 (시흥동,지상1층)",서울특별시,금천구
718,시흥연성점,경기도 시흥시 장곡로 23 (장곡동) 106호 일부,경기도,시흥시
719,시흥월곶점,경기 시흥시 월곶동 1009-2번지 월곶중앙프라자 104호,경기,시흥시
720,시흥은행점,"경기 시흥시 은행로 152, 104",경기,시흥시
721,신공항점,"인천광역시 중구 신도시남로141번길 5-12 (운서동, 화 1층 108호, 109호",인천광역시,중구
722,신길거모점,경기도 안산시 단원구 중앙대로 415 (신길동) 105호,경기도,안산시
723,신길사러가점,"서울특별시 영등포구 신길로39길 4,(신길동, 지상1층) 1층",서울특별시,영등포구
724,신길점,서울 영등포구 신길1동 463-36,서울,영등포구
725,신남태준점,강원도 인제군 남면 신남로 90 ,강원도,인제군
726,신내점(올리브치킨3),서울특별시 중랑구 신내로7가길 10 1층(신내동),서울특별시,중랑구
727,"신당2점(타변,올리브치킨)","서울시 중구 다산로36길 11,1층(신당동) 304-585",서울시,중구
728,신당점,서울 중구 무학동 58,서울,중구
729,신대방1점(3명변),서울 동작구 신대방동 605-11,서울,동작구
730,신대부적행운점(2)(올리브치킨),경상북도 경산시 대학로 332 (조영동) 1층 101호,경상북도,경산시
731,신도림역점,서울 구로구 신도림동 338번지 푸르지오 2차상가,서울,구로구
732,신도림점,서울 구로구 신도림동 396-23번지,서울,구로구
733,신림3점,"서울특별시 관악구 남부순환로143길 26 (신림동,1층) ",서울특별시,관악구
734,신림5점,서울특별시 관악구 관천로11길 152 (신림동) ,서울특별시,관악구
735,신림신원점(cafe),서울 관악구 신림동 1636-35 영신상가,서울,관악구
736,신림점,"서울특별시 관악구 신림로 122 (신림동,1층)",서울특별시,관악구
737,신림중앙점(치킨앤비어),"서울특별시 관악구 호암로24길 68 (신림동, 지하1층) ",서울특별시,관악구
738,신매탄점(2),"경기도 수원시 영통구 매탄로 142 (매탄동, 양성프라 102호",경기도,수원시
739,신방화점,서울 강서구 방화동 187-45 1층,서울,강서구
740,신사2동점,서울 은평구 신사동 343-33번지 1층,서울,은평구
741,신사점,서울 강남구 신사동  561-22,서울,강남구
742,신서혁신점(올리브치킨),대구광역시 동구 메디밸리로 5-21 (대림동) 1층 103호,대구광역시,동구
743,신양정점,부산광역시 부산진구 연수로 24 (양정동) 1층,부산광역시,부산진구
744,신월뉴타운점,"서울특별시 양천구 신월로15길 7 (신월동,길성아파트상가(107-108))",서울특별시,양천구
745,신월성올리브점,대구광역시 달서구  조암남로 38 101,대구광역시,달서구
746,신천대구공고,대구광역시 동구 송라로 82 (신천동) ,대구광역시,동구
747,쌍문중앙점,서울 도봉구 쌍문3동 341~342 342-3번지,서울,도봉구
748,쌍문행복점,서울 도봉구 쌍문동 262-2,서울,도봉구
749,아산청솔점,충남 아산시 장존동 305-7 청솔아파트상가 203-1호,충남,아산시
750,아산탕정점,충청남도 아산시 탕정면 탕정면로8번길 3-12 ,충청남도,아산시
751,아쿠아리우스리조트점,경상남도 거제시 사등면 거제대로 5697-6 (유원빌리지 ,경상남도,거제시
752,안국점,서울특별시 종로구 창덕궁길 84 (원서동) ,서울특별시,종로구
753,안동옥동송현점,경북 안동시 옥동 789-13,경북,안동시
754,안동용상점(올리브치킨),경상북도 안동시 중들4길 11-7 (용상동) 1층,경상북도,안동시
755,안동태화점(올리브치킨),경상북도 안동시 경동로 404-35 1층(태화동),경상북도,안동시
756,안산고잔1동점,경기 안산시 단원구 고잔1동 661-4 녹원상가 101호,경기,안산시
757,안산고잔금강점,"경기도 안산시 상록구 중보로 22 (사동, 늘푸른아파트 늘푸른아파트상가 401동 104호",경기도,안산시
758,안산고잔점,경기 안산시 단원구 고잔2동 670-1 주공7단지 상가 마동 102호,경기,안산시
759,안산고잔중앙점,"경기도 안산시 단원구 광덕2로 193-11 (고잔동, 창진 109호",경기도,안산시
760,안산대부도점,경기도 안산시 단원구 대부중앙로 123 (대부동동) 1층일부,경기도,안산시
761,안산반월점,경기 안산시 상록구 건건동 645-13 1층,경기,안산시
762,안산본오점,경기 안산시 상록구 본오3동 879-16 신안2차상가 114호,경기,안산시
763,안산사동점(cafe),경기 안산시 상록구 사동 1398-5번지 102호,경기,안산시
764,안산선부2점,경기 안산시 단원구 선부2동 1070-11 동양빌딩101호,경기,안산시
765,안산선부점,경기도 안산시 단원구 선부로 165 (선부동) 1층 101호,경기도,안산시
766,안산원곡라성점,경기 안산시 단원구 원곡동 846-4 베스트프라자 1층 120호,경기,안산시
767,안산원곡점,경기 안산시 단원구 원곡동 761-4,경기,안산시
768,안산월피점(4)(올리브치킨),경기도 안산시 상록구 충장로 596 1층(월피동),경기도,안산시
769,안산일동점,경기 안산시 상록구 일동 85-6번지  1층,경기,안산시
770,안산초지점(올리브치킨),"경기도 안산시 단원구 초지로 90 (초지동, 태영프라자 ",경기도,안산시
771,안성공도점,경기도 안성시 공도읍 공도3로 16 101,경기도,안성시
772,안성금산점,경기 안성시 금산동 81-2번지 주은아파트상가 b-103,경기,안성시
773,안성원곡점(읍면.유변.명변),경기도 안성시 원곡면 가천중앙3길 14 ,경기도,안성시
774,안성점,경기 안성시 아양동 300-1 아양주공상가 103호,경기,안성시
775,안양4점,경기도 안양시 만안구 냉천로 161 (안양동) ,경기도,안양시
776,안양관양점,경기 안양시 동안구 관양동 1387-23 지상1층,경기,안양시
777,안양덕천점,경기 안양시 만안구 안양동 1380 주공뜨란채상가 106호,경기,안양시
778,안양비산중앙점,경기 안양시 동안구 관양동 1586 111호,경기,안양시
779,안양석수점(3)(명변2),경기 안양시 만안구 석수2동 294~314 304-23,경기,안양시
780,안양예술공원점,경기도 안양시 만안구 예술공원로 73 (안양동) 1층,경기도,안양시
781,안양인덕원점,경기 안양시 동안구 관양동 1508-5,경기,안양시
782,안양충훈본점(올리브카페)(6),"경기도 안양시 만안구 와룡로 21-1 (석수동, 지상1층) ",경기도,안양시
783,안양코암호텔점,경기 안양시 만안구 안양동 431-10,경기,안양시
784,안양평촌1점,경기 안양시 동안구 평촌동 897-5번지,경기,안양시
785,안양평촌향촌점,경기 안양시 동안구 평촌동 341-1,경기,안양시
786,안양호계점,경기 안양시 동안구 호계동 990-4 1층,경기,안양시
787,안중점,경기도 평택시 안중읍 안현로서9길 161 102(정동빌딩),경기도,평택시
788,암사2점,서울 강동구 천호동 243-18 1층,서울,강동구
789,암사본점,서울특별시 강동구 올림픽로 786 (암사동) ,서울특별시,강동구
790,암사스타점,서울 강동구 암사동 암사동 447-7 ,서울,강동구
791,압구정스타점,서울 강남구 신사동 634-16 ,서울,강남구
792,압구정점(올리브치킨),"서울특별시 강남구 압구정로 309 B동 1층 110호(압구정동, 주구센터)",서울특별시,강남구
793,양산범어신도시점,경상남도 양산시 물금읍 화합4길 11-6 1층,경상남도,양산시
794,양산북정점,"경상남도 양산시 북정중앙로 32 (북정동, GNB영어학원 1층",경상남도,양산시
795,양산서창점,경상남도 양산시 연호9길 18-2 (삼호동) ,경상남도,양산시
796,양산신도시점,경남 양산시 중부동 689-1 골든글로리 상가,경남,양산시
797,양산어곡점,경남 양산시 어곡동 9-3번지 로얄빌상가 지하 105호,경남,양산시
798,양산평산점,경남 양산시 평산동 496-3,경남,양산시
799,양성점,경기 안성시 양성면 동항리 369,경기,안성시
800,양수리점,경기도 양평군 양서면 양수로 153 ,경기도,양평군
801,"양양쏠비치점(올떡,초대마왕,치킨&비어)(명변)",강원도 양양군 손양면 선사유적로 678 (대명쏠비치호 이스탄샤C,강원도,양양군
802,양양하조대점(express4),강원도 양양군 현북면 하조대1길 54 (토크쇼) ,강원도,양양군
803,양재점,"서울 강남구 도곡1동 950-6, 102호",서울,강남구
804,양재주암점,서울특별시 서초구 매헌로 36 (양재로) 2층,서울특별시,서초구
805,양주고읍점(2)(cafe),"경기도 양주시 고읍남로 23 131호(광사동, 메가시티프라자)",경기도,양주시
806,양주광적점,경기도 양주시 광적면 삼일로 4 103,경기도,양주시
807,양주덕계점,경기 양주시 덕계동 456-1,경기,양주시
808,양주덕정점,"경기도 양주시 회정로109번길 47 (덕정동, 명진빌라) 102(덕정동,A동)",경기도,양주시
809,양주옥정중앙점(올리브카페),경기도 양주시 옥정로 226 (옥정동) 115호,경기도,양주시
810,양주은현점,경기도 양주시 은현면 은현로 69 ,경기도,양주시
811,양주장흥점,경기도 양주시 장흥면 가마골로 40-8 우남송추마을아 ,경기도,양주시
812,양천구청점,"서울특별시 양천구 목동서로 400 (신정동, 목동10단지 103호,목동10단지A상가)",서울특별시,양천구
813,양평강상점,경기 양평군 강상면 병산리 753 101호 ,경기,양평군
814,양평개군점,경기 양평군 개군면 부리 453-47,경기,양평군
815,양평서종점,경기도 양평군 서종면 북한강로 769 ,경기도,양평군
816,양평용문점,경기도 양평군 용문면 다문중앙1길9-2 1층,경기도,양평군
817,양평지평점,경기도 양평군 지평면 지평의병로 83 ,경기도,양평군
818,양평청운점,경기 양평군 청운면 용두1리 717-7,경기,양평군
819,여수돌산점,전라남도 여수시 돌산읍 강남8길 13 ,전라남도,여수시
820,여수문수점,전남 여수시 문수동 114-3,전남,여수시
821,여수봉산점,전라남도 여수시 봉산서3길 21 (봉산동) 2층,전라남도,여수시
822,여수신기행운점,전라남도 여수시 흥국로 91 (신기동) 나동,전라남도,여수시
823,여수웅천점,전라남도 여수시 웅천7길 11 (웅천동) ,전라남도,여수시
824,여수죽림점,전라남도 여수시 소라면 죽림리 1226-6번지 ,전라남도,여수시
825,여수학동점,전라남도 여수시 도원로 270 (학동) 104호,전라남도,여수시
826,여의도역아일렉스점,"서울특별시 영등포구 의사당대로 108 (여의도동, 아일 지하1층 F01호",서울특별시,영등포구
827,여의도역점,서울 영등포구 여의도동 35-2 백상빌딩 101호,서울,영등포구
828,여의도점,"서울특별시 영등포구 국제금융로7길 32 (여의도동,1층3호)",서울특별시,영등포구
829,여의도점(치킨&비어+참숯)(명변),"서울특별시 영등포구 국제금융로2길 37 (여의도동, S- B103호",서울특별시,영등포구
830,여주금사점,경기 여주군 금사면 이포리 185-25,경기,여주군
831,여주대점,경기도 여주군 여주읍 세종로 351-6 ,경기도,여주군
832,여주스타점,경기도 여주군 여주읍 세종로 145-7 ,경기도,여주군
833,여주현암점,"경기도 여주시 현암2길 10 (현암동) 1,2층",경기도,여주시
834,역곡역점,"경기도 부천시 원미구 부일로 702 (역곡동, 남영아파 상가동 105, 106호",경기도,부천시
835,역삼스타점(명변1)(프리미엄),"서울특별시 강남구 논현로 411 1층(역삼동, 남형빌딩)",서울특별시,강남구
836,역삼점,서울 강남구 역삼동 836-26,서울,강남구
837,연기보통점,세종특별자치시 연기면 공단로 180-40 (지하1층),세종특별자치시,연기면
838,연신내점,서울특별시 은평구 갈현로 246 (갈현동) 1층 중간호,서울특별시,은평구
839,연희점,서울특별시 서대문구 연희로 87 (연희동) 1층,서울특별시,서대문구
840,염창점,서울특별시 강서구 양천로 623 (염창동) 1층,서울특별시,강서구
841,영광홍농점(펀앤정),전남 영광군 홍농읍 상하리 480-1번지,전남,영광군
842,영동학산점,충북 영동군 학산면 서산리 817-3,충북,영동군
843,영등포본점(2)(cafe),"서울특별시 영등포구 영중로 65 (영등포동6가, 1층) ",서울특별시,영등포구
844,영등포점,서울 영등포구 영등포동8가 75-6,서울,영등포구
845,영등포중앙점,서울 영등포구 영등포동3가 7-25 델리타운 101,서울,영등포구
846,영월점,강원도 영월군 영월읍 하송로 72 ,강원도,영월군
847,영종하늘도시점,"인천광역시 중구 하늘중앙로195번길 23 (중산동, 하늘 103호",인천광역시,중구
848,영종행복점,인천광역시 중구 넙디로 56 101호(운서동) ,인천광역시,중구
849,영천망정점,경북 영천시 야사동 132-7,경북,영천시
850,영천시청점(cafe),경북 영천시 문외동 40-1번지,경북,영천시
851,영천창신점(올리브카페),경상북도 영천시 언하공단로 95 (망정동) ,경상북도,영천시
852,영화행복점,"경기도 수원시 장안구 장안로7번길 18 (영화동) 영화동, 102호, 103호",경기도,수원시
853,예산광시점,충청남도 예산군 광시면 예당로 165-5 1층,충청남도,예산군
854,오금점,"서울특별시 송파구 위례성대로20길 8 (오금동, 광승빌 1층",서울특별시,송파구
855,오남점,경기도 남양주시 오남읍 진건오남로 698 105,경기도,남양주시
856,오류2점,서울특별시 구로구 오류로 54 (오류동),서울특별시,구로구
857,오목교점,서울 양천구 목1동 405-350,서울,양천구
858,오산궐동점,경기 오산시 궐동 626-4 1층,경기,오산시
859,오산시청점(올리브치킨),"경기도 오산시 성호대로 123 (오산동, 오산그린프라자 107-1호",경기도,오산시
860,오창본점(P-cafe)(3),충청북도 청주시 청원구 오창읍 과학산업2로 383 1층(파크에비뉴2),충청북도,청주시
861,오천중앙점,경북 포항시 남구 오천읍 용덕리 350-1,경북,포항시
862,옥곡백천점,경상북도 경산시 경산로15길 1-14 (옥곡동),경상북도,경산시
863,옥과점(express3),전라남도 곡성군 옥과면 대학로 147 ,전라남도,곡성군
864,옥수점,서울 성동구 옥수동 243 2층,서울,성동구
865,옥정호수공원점(올리브치킨),경기도 양주시 옥정동로 187 (옥정동) 106호,경기도,양주시
866,옥포점,대구광역시 달성군 옥포면 돌미상업로1길 25 103호,대구광역시,달성군
867,온양권곡점,충남 아산시 권곡동 205-1 청솔아파트상가 106,충남,아산시
868,와수점(펀&정),강원 철원군 서면 와수리 1141-1번지,강원,철원군
869,와우리점,"경기도 화성시 효행로 229-9 (기안동) 기안동, 광도와이드빌상가 102호",경기도,화성시
870,완도고금점,전라남도 완도군 고금면 고금동로 21-1 ,전라남도,완도군
871,완도보길도점(2)(올리브치킨),전남 완도군 보길면 청병길 10,전남,완도군
872,완도청산점,전남 완도군 청산면 도청리 943-23번지,전남,완도군
873,완주봉동행운점,전라북도 완주군 봉동읍 둔산1로 116 1층,전라북도,완주군
874,왕십리행운점(2)(Express),"서울특별시 성동구 마장로 137 403동 1층 121호(상왕십리동, 텐즈힐아파트상가)",서울특별시,성동구
875,왜관점,경상북도 칠곡군 왜관읍 구상길 197 ,경상북도,칠곡군
876,용답답십리역점(cafe2),서울 성동구 용답동 56-11번지 1층,서울,성동구
877,용두점,"서울특별시 동대문구 정릉천동로 58 (용두동, 롯데캐 (용두동,롯데캐슬피렌체 107호)",서울특별시,동대문구
878,용산점,서울 용산구 용산동5가 24외 1필지 파크타워비14호,서울,용산구
879,용인공세점,경기 용인시 기흥구 고매동 359 동성아파트 제상가동 102호,경기,용인시
880,용인구갈점(express)(2),"경기도 용인시 기흥구 기흥로 18 (구갈동, 길부동산) ",경기도,용인시
881,용인구성점,경기 용인시 기흥구 마북동 409~475 475-1,경기,용인시
882,용인남사점(올리브카페),경기도 용인시 처인구 남사면 한숲로 84 6단지 상가동 1층 103호(e편한세상 용인 한숲시티),경기도,용인시
883,용인동백점,"경기도 용인시 기흥구 동백3로11번길 18 103,104호(중동, 로뎀빌딩)",경기도,용인시
884,용인동백호수점,경기 용인시 기흥구 동백동 619-3,경기,용인시
885,용인동천유타워점,"경기도 용인시 수지구 신수로 767 (동천동, 분당수지U B동 A-125호",경기도,용인시
886,용인둔전점,경기도 용인시 처인구 포곡읍 포곡로 82 (이바돔감자 1층,경기도,용인시
887,용인마북점,"경기도 용인시 기흥구 마북로 159 (마북동, 한성프라 111호",경기도,용인시
888,용인모현외대점,경기 용인시 처인구 모현면 왕산리 790-7 외 2필지,경기,용인시
889,용인보라점,"경기도 용인시 기흥구 한보라2로 5-5 (보라동) (보라동,B01호)",경기도,용인시
890,용인보정점,경기 용인시 기흥구 보정동 1266-6 현대휴먼프라자 106,경기,용인시
891,용인삼가역점,경기도 용인시 처인구 지삼로 610 (삼가동) 제1층,경기도,용인시
892,용인상갈점,경기 용인시 기흥구 상갈동 485-1,경기,용인시
893,용인상현행복점,"경기도 용인시 수지구 이현로 115 130(상현동,상현프라자)",경기도,용인시
894,용인신갈점,"경기도 용인시 기흥구 새천년로26번길 10 103(신갈동,반석프라자)",경기도,용인시
895,용인양지점,경기 용인시 처인구 양지면 양지리 573-5,경기,용인시
896,용인역북점,"경기 용인시 처인구 역북동 425-7, 1층",경기,용인시
897,용인죽전새터점,"경기도 용인시 수지구 죽전로 253-3 (죽전동, 경혁프 (죽전동,상생프라자101,102호)",경기도,용인시
898,용인죽전점,경기 용인시 수지구 죽전동 1261 도담마을우미이노스빌 제상가동 102호,경기,용인시
899,용인천리점,경기 용인시 처인구 이동면 천리 234-10,경기,용인시
900,용인청덕점,"경기 용인시 기흥구 청덕동 250-1 호반베르디움상가 106,107호",경기,용인시
901,용인풍덕천점,경기 용인시 풍덕천동 750번지,경기,용인시
902,우만점,경기 수원시 팔달구 우만동 96-6,경기,수원시
903,우면점,서울 서초구 양재동 111-5 양촌빌딩 1층,서울,서초구
904,우이공원점,서울특별시 강북구 삼양로 685 (우이동) ,서울특별시,강북구
905,우정혁신점,울산광역시 중구 종가4길 15 (유곡동) 오성프라자1층(울산우정혁신도시근생9블럭1-2롯트)),울산광역시,중구
906,운정2점,"경기도 파주시 청암로 14 (목동동, 산내마을8단지) ",경기도,파주시
907,운정스타점,경기도 파주시 가람로51번길 16-33 (와동동) ,경기도,파주시
908,운정한울점,"경기도 파주시 한울로 102 (동패동, 한울마을6단지 상 103호",경기도,파주시
909,울릉점,경상북도 울릉군 울릉읍 울릉순환로 218 ,경상북도,울릉군
910,울산구영점,울산 울주군 범서읍 구영리 807-3번지 3호,울산,울주군
911,울산남목점(올리브치킨),울산광역시 동구 미포1길 20 (동부동) 1층,울산광역시,동구
912,울산남외점,울산광역시 중구 남외1길 25 (남외동) ,울산광역시,중구
913,울산남창점,울산광역시 울주군 온양읍 대운길 21 (1층),울산광역시,울주군
914,울산달동점,울산 남구 달동 640-19번지,울산,남구
915,울산덕신점,울산광역시 울주군 온산읍 신온9길 61 1층,울산광역시,울주군
916,울산매곡중산점,울산 북구 매곡동 474-1번지 H프라자 1-109,울산,북구
917,울산명촌점,"울산광역시 북구 명촌11길 12 (명촌동,123B3L1층)",울산광역시,북구
918,울산무거점,울산 남구 무거동 1550-5번지,울산,남구
919,울산반구점,울산광역시 중구 화합로 365 (반구동) 1층(반구동),울산광역시,중구
920,울산병영행운점,울산광역시 중구 병영로 17 (남외동) ,울산광역시,중구
921,울산블루마시티점,울산 북구 산하동 89 블루마시티 서희스타힐스 상가동 ,울산,북구
922,울산삼산점(cafe),울산 남구 달동 1351-1 현우상가 102,울산,남구
923,울산서부점,울산 동구 서부동 181-49,울산,동구
924,울산성안혁신점,울산광역시 중구 성안로 156 (성안동) 1층,울산광역시,중구
925,울산야음점,울산광역시 남구 중앙로48번길 5 (신정동) ,울산광역시,남구
926,울산언양점,울산광역시 울주군 언양읍 남문길 27 ,울산광역시,울주군
927,울산염포양정점,울산광역시 북구 염포로 669(성원상떼빌) 상가동 108호,울산광역시,북구
928,울산옥동점,"울산광역시 남구 거마로 9 (옥동) 옥동, 1층",울산광역시,남구
929,울산우정점,울산 중구 우정동 436-117번지,울산,중구
930,울산일산점,울산광역시 동구 해수욕장3길 6 (일산동) ,울산광역시,동구
931,울산전하점,울산 동구 전하동 634-5 ,울산,동구
932,울산천곡아진점(cafe)(4),"울산광역시 북구 달천로 50 (달천동, 달천아이파크1차 상가동 B106호",울산광역시,북구
933,울산천상점,울산광역시 울주군 범서읍 천상중앙길 100-1 ,울산광역시,울주군
934,울산현대달동본점,울산광역시 남구 중앙로128번길 65 (달동) ,울산광역시,남구
